0.001	0.01	1.0	0.10779999941587448
0.011230769230769232	0.01	0.06759999692440033	0.07779999822378159
0.021461538461538462	0.01	0.11779999732971191	0.1770000010728836
0.03169230769230769	0.01	0.09300000220537186	0.050200000405311584
0.041923076923076924	0.01	0.17419999837875366	0.11919999867677689
0.052153846153846155	0.01	0.030400000512599945	0.09759999811649323
0.062384615384615386	0.01	0.024399999529123306	0.02459999918937683
0.07261538461538462	0.01	0.08839999884366989	0.1876000016927719
0.08284615384615385	0.01	0.19020000100135803	0.975600004196167
0.09307692307692308	0.01	0.05480000004172325	0.9843999743461609
0.10330769230769231	0.01	0.15320000052452087	0.18000000715255737
0.11353846153846155	0.01	0.10840000212192535	0.9405999779701233
0.12376923076923077	0.01	0.2362000048160553	0.991599977016449
0.134	0.01	0.06379999965429306	0.9936000108718872
0.14423076923076925	0.01	0.16359999775886536	0.9958000183105469
0.15446153846153848	0.01	0.1754000037908554	0.9945999979972839
0.1646923076923077	0.01	0.14380000531673431	0.9983999729156494
0.17492307692307693	0.01	0.0812000036239624	0.9983999729156494
0.18515384615384617	0.01	0.05260000005364418	0.996999979019165
0.19538461538461538	0.01	0.13279999792575836	1.0
0.20561538461538462	0.01	0.17059999704360962	0.9987999796867371
0.21584615384615385	0.01	0.18320000171661377	0.9987999796867371
0.2260769230769231	0.01	0.15760000050067902	0.9994000196456909
0.23630769230769233	0.01	0.03420000150799751	0.9991999864578247
0.24653846153846154	0.01	0.18359999358654022	0.9991999864578247
0.2567692307692308	0.01	0.15240000188350677	0.9995999932289124
0.267	0.01	0.22859999537467957	1.0
0.2772307692307692	0.01	0.13979999721050262	0.9995999932289124
0.2874615384615385	0.01	0.1454000025987625	1.0
0.2976923076923077	0.01	0.18459999561309814	1.0
0.30792307692307697	0.01	0.10159999877214432	1.0
