#1=α 2=αD 3=σ 4=f 5=dq 6=qh 7=dp 8=dph 9=pd 10=dpdh 11=m 12=mh 
0.086 0.0094 sign -99.0 0.09365950471682563 843.8746854984141 0.3846539058724015 0.8828603885732649 72.33618012376549 40.977102064188514 7.834513614916248e-6 7.225872520070523e-5
0.087 0.0095 sign -99.0 0.09359432807090273 835.3371761576606 0.3840832744339953 0.8823868710290677 71.64530474862181 40.56702847863473 7.758637630849356e-6 7.159923638010588e-5
0.088 0.0096 sign -99.0 0.09353054916067732 826.9713867683347 0.38351817271085675 0.881918782492201 70.96863426434328 40.165593910579986 7.809737651227463e-6 7.211033766232942e-5
0.089 0.0097 sign -99.0 0.09346812029687215 818.7722207917667 0.38295846278984597 0.8814559783151139 70.305731819643 39.77252699793536 7.776152811201643e-6 7.183858170679654e-5
0.09 0.0098 sign -99.0 0.0934069959253425 810.7347803402412 0.38240401236645255 0.8809983197151613 69.65617831899475 39.38756761263033 7.761215040149987e-6 7.1737871537316e-5
0.091 0.0099 sign -99.0 0.09334713246692244 802.854357079582 0.38185469430438723 0.8805456735664052 69.01957152998645 39.010466326099795 7.751804673243267e-6 7.168718539780368e-5
0.092 0.01 sign -99.0 0.09328848822265258 795.1264230740986 0.38131038641284093 0.8800979120793675 68.39552524544331 38.64098385457102 7.7178839545364e-6 7.14087145035443e-5
0.093 0.0101 sign -99.0 0.0932310232800454 787.5466221218559 0.3807709711849279 0.879654912495876 67.78366848429388 38.27889054019273 7.698639435281983e-6 7.126490709964796e-5
0.094 0.0102 sign -99.0 0.09317469941249547 780.1107618228637 0.3802363355575317 0.8792165568549797 67.18364475397117 37.92396587900741 7.722140236977479e-6 7.151594612625108e-5
0.095 0.0103 sign -99.0 0.09311947998608029 772.814806161547 0.37970637072908786 0.8787827317891986 66.59511136684574 37.57599807851523 7.670949980413967e-6 7.107431374260846e-5
0.096 0.0103 sign -99.0 0.09241363612910125 776.4916205587418 0.37781409366709895 0.8770138336862096 66.63571899044196 37.52303374927905 7.650980434289003e-6 7.146239310783153e-5
0.097 0.0104 sign -99.0 0.09236701599347938 769.2624999738453 0.3773085427828083 0.8766047108831456 66.05768328397025 37.18294857829698 7.646126077168233e-6 7.144299904008591e-5
0.098 0.0105 sign -99.0 0.09232127176363632 762.1676138174166 0.37680704936621406 0.8761994684571813 65.49050886633637 36.84938617022031 7.625458158952019e-6 7.127509851805089e-5
0.099 0.0106 sign -99.0 0.09227637617193618 755.2032791130255 0.3763095285956667 0.875798019172127 64.93388993689237 36.522159778126614 7.646122108002723e-6 7.149288247646582e-5
0.1 0.0107 sign -99.0 0.09223230303822517 748.3659460850022 0.3758158986168787 0.8754002789448313 64.38753209384993 36.20108973041527 7.655447711599794e-6 7.160412195357745e-5
0.101 0.0108 sign -99.0 0.09218905644792613 741.6560419550399 0.3753275666558922 0.8750069788457924 63.85171587341536 35.88620893459847 5.516130041869162e-6 5.0282981243613954e-5
0.102 0.0109 sign -99.0 0.09214661888208095 735.0612427009959 0.3748415002719224 0.8746162312837221 63.32496898359726 35.57686224496989 5.684633206088638e-6 5.183427599373929e-5
0.103 0.011 sign -99.0 0.0921048729745928 728.5842782039199 0.37435893512834134 0.8742290353609876 62.80766601654514 35.27321703952162 5.6727899239036055e-6 5.174114083711537e-5
0.104 0.0111 sign -99.0 0.09206381228791102 722.2222243426731 0.37387996849514243 0.8738453723036039 62.29960139655837 34.975125567150855 5.465114163986898e-6 4.986088751664616e-5
0.105 0.0112 sign -99.0 0.09202355589036491 715.9664417413705 0.3734035561825585 0.8734641627485349 61.79999578156367 34.68212025912178 6.333503514504218e-6 5.779925330039588e-5
0.106 0.0113 sign -99.0 0.091983916783675 709.8239018562267 0.37293185800230555 0.873087180830034 61.30966494396259 34.394603714808966 6.143020241970656e-6 5.607575529039985e-5
0.107 0.0114 sign -99.0 0.0919449155197006 703.7854936934013 0.3724629118392817 0.8727130930065927 60.82759664679179 34.1120907323354 6.343935995035478e-6 5.792468848902832e-5
0.108 0.0115 sign -99.0 0.09190660630968511 697.8514917248172 0.37199818935754636 0.8723425437313987 60.35408180764295 33.83460135978228 5.980180415750536e-6 5.4617031740716686e-5
0.109 0.0116 sign -99.0 0.09186888893707171 692.0162163612538 0.37153598153809303 0.8719747194443499 59.88836481533986 33.56184574815719 6.130945385710499e-6 5.600761391416363e-5
0.11 0.0117 sign -99.0 0.09183179068745845 686.2790799450202 0.3710772122536295 0.8716100196413007 59.43056738684069 33.29379924293138 6.137843786898089e-6 5.6083936477552987e-5
0.111 0.0118 sign -99.0 0.09179529251153343 680.6373012887841 0.3706216837526243 0.8712483072563446 58.98043916127622 33.030322053288614 6.082707353677417e-6 5.559296899594927e-5
0.112 0.0118 sign -99.0 0.09119616073964432 683.452782181391 0.36900802702559765 0.8697663927881457 59.01238532366947 32.99183123899189 6.321746774251607e-6 5.818270794658061e-5
0.113 0.0119 sign -99.0 0.0911656698352408 677.8577371832464 0.36857012649337995 0.869422113456173 58.569261763678185 32.73350973207383 6.257777954631658e-6 5.7603392647892075e-5
0.114 0.012 sign -99.0 0.09113564047057414 672.3544541723522 0.36813499823488227 0.8690804058068633 58.13340960999599 32.479503302763845 6.219922952813361e-6 5.7264023785662295e-5
0.115 0.0121 sign -99.0 0.09110605365662783 666.9406986915394 0.36770255148819275 0.868741215750282 57.70463919759149 32.22970428365734 6.2959242761527435e-6 5.797265973688833e-5
0.116 0.0122 sign -99.0 0.09107692851670314 661.6144477717146 0.3672730055718605 0.8684045641402311 57.28284138930371 31.984012950250083 6.033199629745566e-6 5.55617960795677e-5
0.117 0.0123 sign -99.0 0.09104820973778155 656.3733965603135 0.36684594115452207 0.8680703110978096 56.867754657727644 31.742320428790663 6.0740386638332585e-6 5.594599880148263e-5
0.118 0.0124 sign -99.0 0.091019903168808 651.2156737156859 0.36642149032863897 0.8677384680039564 56.45926242923616 31.504535822716484 6.161547076480073e-6 5.6759983097901503e-5
0.118 0.0124 sign -99.0 0.091019903168808 651.2156737156859 0.36642149032863897 0.8677384680039564 56.45926242923616 31.504535822716484 6.161547076480073e-6 5.6759983097901503e-5
0.119 0.0125 sign -99.0 0.09099201063074637 646.1392773272394 0.36599968416904743 0.8674089992883003 56.05722015719053 31.27056131512645 6.090164529095668e-6 5.611005065144261e-5
0.12 0.0126 sign -99.0 0.09096449804207457 641.1424029416073 0.36558035980326975 0.8670818608567344 55.66145418721035 31.040312530425794 6.258601924648652e-6 5.766952110225138e-5
0.121 0.0127 sign -99.0 0.0909373787842691 636.2230586017131 0.36516358219897804 0.8667570064121156 55.271830488533915 30.813690771680523 6.255264355814827e-6 5.764614893391991e-5
0.122 0.0128 sign -99.0 0.0909106326065455 631.3795211292706 0.36474926694067944 0.8664344009802107 54.88819929745888 30.590614449687862 6.255205361103631e-6 5.7652762509252146e-5
0.123 0.0128 sign -99.0 0.09036871732162999 633.7799549684987 0.3632855673904403 0.8651053216227916 54.915827795656554 30.558887201314565 5.911259099502156e-6 5.483109380895416e-5
0.124 0.0129 sign -99.0 0.09034676572798298 628.9742857658221 0.3628856099163869 0.8647967717356158 54.5376829544108 30.33980984067913 6.172300466140393e-6 5.725641972255252e-5
0.125 0.013 sign -99.0 0.09032511411823801 624.2417327762801 0.36248793372273047 0.8644901970664625 54.16527593775329 30.124093695314336 5.885895323329422e-6 5.4603262084639736e-5
0.126 0.0131 sign -99.0 0.09030372124946434 619.5808731624725 0.362092367893608 0.864185584427737 53.7984594642262 29.91167648474775 6.069320569748397e-6 5.6308489095275135e-5
0.127 0.0132 sign -99.0 0.09028259907522264 614.9899846118615 0.361698965414756 0.8638828982324032 53.43711750691378 29.702474979799042 6.162565500328278e-6 5.717707074329165e-5
0.128 0.0133 sign -99.0 0.09026173965534301 610.4674763565221 0.36130767600458497 0.8635821009644101 53.081120933882616 29.496414482176533 6.162623192769939e-6 5.7180950012187134e-5
0.129 0.0134 sign -99.0 0.09024113465542871 606.0118514352027 0.36091846485456835 0.8632831664186011 52.73034994976665 29.293425125694462 6.11049766146015e-6 5.670046382501398e-5
0.13 0.0135 sign -99.0 0.09022077643099893 601.6216712152644 0.3605313070121555 0.8629860731140514 52.38469092334529 29.093439883253048 6.067155474437459e-6 5.630128992083525e-5
0.131 0.0136 sign -99.0 0.09020066091477069 597.2954566582084 0.3601461676124282 0.8626907840032104 52.04402703906629 28.896389009066503 5.8841657396707364e-6 5.460598476982589e-5
0.132 0.0136 sign -99.0 0.0896983858939617 599.4276630259014 0.35878659152077164 0.8614672874678286 52.068789039625145 28.86898409807875 5.843427701954123e-6 5.455156236428482e-5
0.133 0.0137 sign -99.0 0.08968231668360346 595.1339217278135 0.35841384789765585 0.8611839544939137 51.73272431895052 28.675242848432877 5.878217422087462e-6 5.487658407451748e-5
0.134 0.0138 sign -99.0 0.08966641739098158 590.9021699006278 0.35804293693236766 0.8609022401524083 51.40145496222394 28.48430427445536 6.0809892907252396e-6 5.676973482407984e-5
0.135 0.0139 sign -99.0 0.08965068844384969 586.7309427902144 0.3576738114531506 0.8606220946663921 51.07486542042814 28.296099774632225 5.921484682670761e-6 5.528072506843106e-5
0.136 0.014 sign -99.0 0.08963512118767931 582.6190784268301 0.35730647123772985 0.8603435233917602 50.75286652470564 28.110577540130514 5.870144833377248e-6 5.4801414174934e-5
0.137 0.0141 sign -99.0 0.08961971212436451 578.5653127954 0.35694089407987317 0.8600665040320962 50.435360070674655 27.92767958790327 5.886925387433713e-6 5.495796732249754e-5
0.138 0.0142 sign -99.0 0.08960445834471956 574.5683890240084 0.35657704956076086 0.8597910082345693 50.122247441758674 27.747348025110053 5.789526691906952e-6 5.40485111448401e-5
0.14 0.0143 sign -99.0 0.08911798186009104 572.560480206474 0.35493680798556093 0.8583755305486379 49.83606514235669 27.545278679650956 6.077650025408482e-6 5.705774242647341e-5
0.141 0.0144 sign -99.0 0.08910638605872243 568.6477236922342 0.35458559178012883 0.858111954183234 49.53121489310992 27.370283665737297 5.8364742613486985e-6 5.4791058515164296e-5
0.142 0.0145 sign -99.0 0.08909488541176203 564.7889743017109 0.3542359485953128 0.8578497363351194 49.230504875208084 27.197694069404452 5.9647899417474234e-6 5.5993054978166826e-5
0.143 0.0146 sign -99.0 0.0890834783911081 560.9830570431462 0.3538878382955199 0.8575888449933065 48.93384203457368 27.02745648617424 5.992788788332028e-6 5.6253240596586984e-5
0.144 0.0147 sign -99.0 0.08907216209021748 557.2288912555662 0.3535412383597656 0.8573292629352318 48.64114242894364 26.85952244603379 5.809243420462311e-6 5.452772734456719e-5
0.145 0.0148 sign -99.0 0.08906093497821688 553.525499003337 0.3531961670894149 0.8570709933760842 48.35233589494632 26.69384863956946 6.012235157119374e-6 5.643034857705867e-5
0.146 0.0149 sign -99.0 0.08904979333453039 549.8717798277903 0.35285256342416166 0.8568139993068029 48.06733142851647 26.530385142454328 5.761900866078046e-6 5.407807326418421e-5
0.147 0.0149 sign -99.0 0.08860273514856394 551.6562099340454 0.35163855674705136 0.855736780921148 48.08832112769892 26.508465215506078 5.676106187276082e-6 5.3559092301464344e-5
0.148 0.015 sign -99.0 0.08859469998144433 548.0282185187327 0.35130478965802736 0.8554890789854045 47.806829223737594 26.347484870185443 5.8316247278113405e-6 5.5021837672114996e-5
0.149 0.0151 sign -99.0 0.08858670608604291 544.4484280950567 0.3509723687468926 0.8552425233602255 47.52899863178854 26.188622321733185 5.79857908179621e-6 5.470535843765253e-5
0.15 0.0152 sign -99.0 0.08857875222462482 540.9159035047892 0.35064128836489017 0.8549971067451938 47.25475938097372 26.031836544087014 5.744661317678834e-6 5.419202967456662e-5
0.152 0.0154 sign -99.0 0.08856296059506727 533.9889884328222 0.34998311294524154 0.8545096514535494 46.71677913549905 25.7243341321688 5.876805784987688e-6 5.542906933922336e-5
0.153 0.0155 sign -99.0 0.08855512051302336 530.5928109265662 0.3496559912446913 0.8542675895341298 46.45290232134985 25.573538791351133 5.980942887135173e-6 5.640641119271237e-5
0.154 0.0155 sign -99.0 0.08813000481271843 532.2452921151082 0.34850016260613964 0.8532482343329577 46.4724490802015 25.553641427336757 5.9206349818853225e-6 5.6124369247974245e-5
0.157 0.0158 sign -99.0 0.08811478345163054 522.255381624952 0.347548978255415 0.8525499876091791 45.6999025497646 25.113430200798383 5.60992945022711e-6 5.3160130639426203e-5
0.158 0.0159 sign -99.0 0.08810970825085065 519.0097628339764 0.34723427699357823 0.8523192037934604 45.448750168613984 24.97035541842344 5.809557416320294e-6 5.5045329652157845e-5
0.159 0.016 sign -99.0 0.08810463112059286 515.8049940782148 0.34692073399997914 0.8520893870023725 45.20067892470624 24.82905439760445 5.813468550693964e-6 5.507591213602133e-5
0.16 0.016 sign -99.0 0.08769690343375308 517.3585520418522 0.34581090845908496 0.8511157325581882 45.21912090317483 24.810676083122097 5.670122627121562e-6 5.398365427483008e-5
0.161 0.0161 sign -99.0 0.08769433716078634 514.1752391039315 0.34550553075255674 0.8508935136698128 44.97389147987755 24.671358386178724 5.690667122511572e-6 5.417125965434499e-5
0.162 0.0162 sign -99.0 0.08769173795484578 511.0316139003029 0.34520121395377956 0.8506721643448202 44.73163434410367 24.5337447197629 5.799594515976498e-6 5.520006956689401e-5
0.163 0.0163 sign -99.0 0.08768910593175236 507.9269417922714 0.3448979495866433 0.850451678067232 44.49229476997448 24.39780376724197 5.890515181620947e-6 5.605725561947196e-5
0.164 0.0164 sign -99.0 0.08768644113303468 504.8605093403231 0.3445957303043187 0.850232049209874 44.25581971886665 24.2635051547543 5.8080761838827e-6 5.526468888426138e-5
0.165 0.0165 sign -99.0 0.08768374436326044 501.83161537965 0.3442945514284279 0.8500132715139079 44.022157615808766 24.13081890751038 5.870161313474766e-6 5.58473595536958e-5
0.166 0.0165 sign -99.0 0.08729204916463132 503.29506030613226 0.3432273215247305 0.8490816574882403 44.03959358505081 24.11379671798968 5.707071657029904e-6 5.455495744376215e-5
0.167 0.0166 sign -99.0 0.08729163870591033 500.28602016613854 0.3429336753709964 0.8488698408432924 43.80852635555325 23.982910841546495 5.511599533703416e-6 5.26773340325353e-5
