#1=α 2=αD 3=σ 4=f 5=dq 6=qh 7=dp 8=dph 9=pd 10=dphd 11=m 
0.045 1.0 sign -99.0 6.787644762520995e-5 1.018368930745469 6.710386458117922e-5 0.6366618192994529 1.000003844336343 0.6367053871690909 0.9999970164340303
0.046 1.0 sign -99.0 8.553568468530426e-5 1.0188120865385022 8.474077204765639e-5 0.6366730004961411 1.0000049629673227 0.6367282009149355 0.9999961581208486
0.047 1.0 sign -99.0 0.00010668350564363687 1.0192617585196202 0.00010580655522860917 0.6366863251361631 1.0000063317443333 0.6367554011682744 0.9999951060184362
0.048 1.0 sign -99.0 0.00013181680564058236 1.0197198690905616 0.00013085579904540922 0.6367021816664726 1.0000079978020968 0.6367877864241998 0.9999938267838279
0.049 1.0 sign -99.0 0.00016147027731848074 1.0201885508181914 0.00016050787465818412 0.6367210290624952 1.0000100152061129 0.6368263012854326 0.9999922833309509
0.05 1.0 sign -99.0 0.00019613761285319415 1.0206671213409644 0.00019510011768714277 0.6367429696992802 1.0000124228924412 0.6368711596000203 0.9999904387905183
0.051 1.0 sign -99.0 0.00023643639969643198 1.0211587284453536 0.00023541227127841355 0.6367686230455438 1.0000152907642772 0.6369236377571283 0.9999882478739454
0.052 1.0 sign -99.0 0.0002829402940511386 1.0216637860490603 0.00028193669015094626 0.6367982457514059 1.00001867334252 0.6369842685467944 0.9999856654189535
0.053 1.0 sign -99.0 0.00033627295592404184 1.0221836642597937 0.0003352946866198571 0.6368322322688632 1.0000226365418918 0.6370538689706983 0.9999826413718436
0.054 1.0 sign -99.0 0.0003970594704712367 1.0227188565333951 0.0003960277015771208 0.6368708533075886 1.0000272438887776 0.6371330025771198 0.9999791232885449
0.055 1.0 sign -99.0 0.0004660187679782047 1.0232727870233644 0.0004650209176100418 0.6369148225260188 1.000032586237562 0.6372231466483286 0.9999750509509742
0.056 1.0 sign -99.0 0.000543820257667243 1.0238460743677755 0.0005428591588344306 0.6369644419074721 1.0000387372362063 0.637324932705092 0.9999703643413181
0.057 1.0 sign -99.0 0.0006311766594100066 1.0244403105906694 0.000630253550239986 0.6370201651045686 1.0000457829458584 0.637439306365368 0.9999649982985819
0.058 1.0 sign -99.0 0.0007287950904525017 1.0250561989189202 0.0007278343462906016 0.6370823187017105 1.00005380709244 0.6375669528228033 0.9999588852688375
0.059 1.0 sign -99.0 0.000837472301484672 1.0256973641076526 0.0008365533554270903 0.637151668179244 1.0000629213827466 0.6377094657621454 0.9999519493819704
0.06 1.0 sign -99.0 0.0009579485636767193 1.026364602087849 0.0009570717660273474 0.6372285614439305 1.0000732199581335 0.637867579239653 0.9999441152088651
0.061 1.0 sign -99.0 0.001090976143453196 1.0270587510927607 0.001090069919908274 0.6373133600923194 1.0000848020595052 0.6380420574118556 0.9999353036153128
0.062 1.0 sign -99.0 0.0012374003983382622 1.0277835600366372 0.0012365391417165517 0.6374068565079499 1.0000977956991723 0.6382345585343216 0.9999254263669709
0.063 1.0 sign -99.0 0.0013979719270809595 1.0285390028820014 0.0013970862992142318 0.6375092915290451 1.0001123028111483 0.6384456024524875 0.9999143980811847
0.064 1.0 sign -99.0 0.0015735669342941858 1.029328923614115 0.0015727306006180011 0.6376214771147865 1.0001284630699434 0.6386768949451346 0.9999021218090786
0.065 1.0 sign -99.0 0.001764954554900038 1.0301533711568787 0.001764100644429234 0.6377436720456551 1.000146388770655 0.6389289989506574 0.9998885042779136
0.066 1.0 sign -99.0 0.0019730416619249537 1.0310162844829094 0.0019722440943219927 0.6378767079236861 1.000166231860664 0.6392036689087331 0.9998734393585301
0.067 1.0 sign -99.0 0.0021986139414896574 1.0319178004823257 0.002197808860470763 0.6380208619814183 1.0001881153299867 0.6395015129629229 0.9998568255875835
0.068 1.0 sign -99.0 0.0024426101216840765 1.0328619519003104 0.0024418730726714025 0.6381769865220783 1.0002122041821107 0.6398243375426419 0.999838547055672
0.069 1.0 sign -99.0 0.002705832005790222 1.0338489760109826 0.0027051026327222227 0.6383453779191736 1.0002386325617185 0.6401727986154898 0.9998184936682157
0.07 1.0 sign -99.0 0.0029892529794368437 1.0348830068581938 0.0029886101434717753 0.6385269121920467 1.0002675795675466 0.6405487621636795 0.999796538956253
0.071 1.0 sign -99.0 0.003293692130332996 1.035964394195012 0.0032930794915373243 0.6387219059427071 1.0002991911357177 0.6409529355867154 0.9997725635800243
0.072 1.0 sign -99.0 0.0036201619947064893 1.0370973898943971 0.003619663696583759 0.638931263788041 1.0003336617940193 0.6413872560856883 0.9997464295144289
0.073 1.0 sign -99.0 0.003969501738592803 1.0382824685952492 0.003969066102451243 0.6391553242650969 1.0003711501360455 0.641852487584735 0.9997180073527847
0.074 1.0 sign -99.0 0.0043427693493646785 1.0395240256171 0.004342488035347175 0.6393950272785499 1.0004118677950906 0.6423506542184767 0.9996871462549289
0.075 1.0 sign -99.0 0.004740828519279896 1.0408226741435775 0.004740655383141031 0.6396507358451397 1.0004559871726295 0.6428825835208144 0.9996537056794254
0.076 1.0 sign -99.0 0.005164790971607658 1.0421829877720536 0.005164827718225185 0.6399234336660682 1.000503739088635 0.6434504064219668 0.9996175203944963
0.077 1.0 sign -99.0 0.005615551082101744 1.0436057342935783 0.0056157582988717375 0.6402135118383638 1.0005553112481589 0.6440550236655715 0.9995784373647062
0.078 1.0 sign -99.0 0.006094284833958132 1.0450957100001816 0.00609477715309646 0.6405220082925945 1.0006109562251315 0.6446986973041939 0.999536275003188
0.079 1.0 sign -99.0 0.006602001155901643 1.0466548633872697 0.006602825310903037 0.6408495131497408 1.0006708950008552 0.6453827621136485 0.9994908595775909
0.08 1.0 sign -99.0 0.007139804737195627 1.0482862495528213 0.007141014113763148 0.6411968001251687 1.000735373536792 0.6461089469808532 0.9994420033250628
0.081 1.0 sign -99.0 0.007708754300526236 1.0499920748321294 0.0077103323356753775 0.6415645064881734 1.0008046327587317 0.6468787049892005 0.9993895161705246
0.082 1.0 sign -99.0 0.008310188489994031 1.0517776530075615 0.008312282176051986 0.6419538013804355 1.0008789772111306 0.6476946177981788 0.9993331766398319
0.083 1.0 sign -99.0 0.008945251917009811 1.0536454998219698 0.008947941035639237 0.6423653937524066 1.000958675461928 0.6485583139630636 0.9992727729113756
0.084 1.0 sign -99.0 0.009615214350464625 1.0555992882674805 0.00961858902816318 0.6428001964244868 1.0010440274901213 0.6494718639285256 0.9992080744321119
0.085 1.0 sign -99.0 0.010321398958653562 1.0576428915218876 0.010325561261889472 0.6432591674474162 1.0011353497497888 0.6504374484785227 0.9991388375570271
0.086 1.0 sign -99.0 0.011065187632230064 1.0597803981023388 0.011070252901014512 0.6437433139767622 1.001232976514027 0.6514573683696839 0.9990648044142902
0.087 1.0 sign -99.0 0.011848027362713493 1.0620161343020957 0.011854125692138996 0.6442536975244044 1.0013372614775304 0.6525340570456657 0.998985701592428
0.088 1.0 sign -99.0 0.012671548582748 1.06435571610232 0.012678910325497865 0.6447916282662093 1.001448602753591 0.653670493878611 0.9989012276905751
0.089 1.0 sign -99.0 0.013537134903556767 1.0668019954764716 0.013545843033057193 0.6453579244540643 1.0015673535035194 0.6548686386080961 0.9988110947112596
0.09 1.0 sign -99.0 0.014446698137945614 1.0693622007461232 0.014457021140050628 0.6459542223254022 1.0016939840122787 0.6561322068530997 0.998714950748761
0.091 1.0 sign -99.0 0.015401797036615447 1.072039884274019 0.015413861695316281 0.6465814926933752 1.0018288983572559 0.6574635294471612 0.9986124665752849
0.092 1.0 sign -99.0 0.01640456917780518 1.0748430383473153 0.016418692849076454 0.6472415548003226 1.0019726293876154 0.6588667677266836 0.9985032401359213
0.093 1.0 sign -99.0 0.017456789089202725 1.0777760381855734 0.017473151635158925 0.6479355626226913 1.0021256428288572 0.6603447003310098 0.998386891896482
0.094 1.0 sign -99.0 0.0185608765918292 1.0808478632009992 0.018579856961976168 0.6486655681197618 1.0022885485828426 0.6619020540363334 0.9982629579556325
0.095 1.0 sign -99.0 0.0197190210275826 1.084064965304895 0.019740950325962826 0.6494331614966726 1.002461918709912 0.6635426116984852 0.9981309804985834
0.096 1.0 sign -99.0 0.02093385784657388 1.0874364986508749 0.0209591898992888 0.6502404800614219 1.002646429908255 0.6652713696616908 0.9979904333164195
0.097 1.0 sign -99.0 0.022207789342613263 1.0909692123793366 0.02223685735133546 0.6510892117256694 1.0028427224104228 0.6670924106088297 0.9978407944265878
0.098 1.0 sign -99.0 0.02354386218850453 1.094673760739397 0.023577131504756283 0.6519818377773674 1.0030515853061868 0.669011572694907 0.9976814458068903
0.099 1.0 sign -99.0 0.024945398703513266 1.098561767661236 0.024983474255291682 0.652921066962165 1.0032738811924935 0.6710352493621241 0.9975117098325089
0.1 1.0 sign -99.0 0.026415696012435937 1.1026437810067187 0.02645916382644328 0.6539094232180447 1.0035104846066412 0.6731695081503943 0.9973308814371151
0.101 1.0 sign -99.0 0.027958529095674416 1.1069325993599275 0.028008047296137876 0.6549499145382008 1.0037623901427113 0.6754215405659736 0.9971381658939572
0.102 1.0 sign -99.0 0.029578049330671582 1.111442404122628 0.029634357787765693 0.6560458656990692 1.0040306939245438 0.6777993163943635 0.9969326851071146
0.103 1.0 sign -99.0 0.031279023805407966 1.1161900641093576 0.03134303465100905 0.6572011928438595 1.0043166478162326 0.6803121964412844 0.9967134419044267
0.104 1.0 sign -99.0 0.03306637445915658 1.1211921646150695 0.033139025667498385 0.6584197961178526 1.0046215652545731 0.6829696315575245 0.9964793703284144
0.105 1.0 sign -99.0 0.034945782089297 1.126468544074447 0.03502813317645278 0.6597062928232889 1.0049469542839373 0.6857827762883496 0.9962292528990963
0.106 1.0 sign -99.0 0.03692381651402493 1.132042717333294 0.03701714254311577 0.661066119439466 1.0052945517843537 0.6887647453183592 0.99596169202358
0.107 1.0 sign -99.0 0.03900749096334931 1.1379391046011158 0.03911315170770728 0.6625049574009111 1.005666234649906 0.6919293899613735 0.9956751561189813
0.108 1.0 sign -99.0 0.041204982559622225 1.1441868765426144 0.04132452557359953 0.6640295475104863 1.006064183143892 0.6952931214650048 0.9953678711506532
0.109 1.0 sign -99.0 0.04352586681348318 1.1508207896850822 0.043661132065613256 0.6656478835489958 1.0064909433970592 0.6988753973700822 0.995037768298608
0.11 1.0 sign -99.0 0.045980969120438295 1.157879976297095 0.04613405293906721 0.6673689674134693 1.00694940909181 0.7026982504208248 0.9946824804570406
0.111 1.0 sign -99.0 0.048582892127783536 1.165410316565167 0.0487561948185629 0.6692033269762933 1.0074429536708085 0.7067875171130265 0.994299240635749
0.112 1.0 sign -99.0 0.05134623308074629 1.1734650435429508 0.05154245367741248 0.6711631596833878 1.007975500226294 0.7111732655491765 0.9938848144433883
0.113 1.0 sign -99.0 0.054289094340281986 1.1821116104843472 0.05451151184824733 0.6732638380925836 1.0085518860925482 0.7158933089939599 0.9934352297721896
0.114 1.0 sign -99.0 0.057432296314259244 1.1914269295024957 0.05768460452182163 0.6755228984144452 1.0091777284430643 0.7209911463863605 0.9929458261899113
0.115 1.0 sign -99.0 0.06080265109125723 1.2015122355059893 0.06108941679966314 0.677963301776479 1.0098602115481945 0.7265235708554109 0.9924106723557329
0.116 1.0 sign -99.0 0.06443248333828339 1.2124892797693532 0.06475906915316441 0.6806126353203223 1.0106080595949525 0.7325592831093197 0.9918225076505448
0.117 1.0 sign -99.0 0.06836331737735357 1.2245159857781402 0.06873620525484658 0.6835065702522813 1.0114324827352672 0.7391872938385277 0.991171988256349
0.118 1.0 sign -99.0 0.07264980897668553 1.2378019889651768 0.07307702783799831 0.6866923197185005 1.0123482492197438 0.7465257097076773 0.9904467785026683
0.119 1.0 sign -99.0 0.0773664673466745 1.2526354824958406 0.07785825012116414 0.6902345994714294 1.0133755095305015 0.7547368377400935 0.9896300109921401
0.12 1.0 sign -99.0 0.0826174751937361 1.2694219159086684 0.08318697671837835 0.6942242010325375 1.0145425332502531 0.7640493441281233 0.9886979233022462
0.121 1.0 sign -99.0 0.08856019024874684 1.288779291044628 0.0892252458717227 0.6987990780577863 1.0158920483061429 0.7748115485096432 0.9876145316202464
0.122 1.0 sign -99.0 0.09544939291729997 1.3117161964487714 0.09623539009238659 0.7041836596510838 1.0174933974653604 0.7875921963548818 0.9863212476953231
0.123 1.0 sign -99.0 0.10375494186087307 1.340109138396862 0.10470151720152862 0.7107941094112808 1.0194746786062707 0.8034494670275487 0.9847095441346807
0.124 1.0 sign -99.0 0.11455180686435454 1.378290718047198 0.11573149280173789 0.7195878393769299 1.0221296225046805 0.8248272404506677 0.9825297669063787
0.125 1.0 sign -99.0 0.1321660661922738 1.4438862805166914 0.13378605794190862 0.7344432003964675 1.0266431471624031 0.8616692731964886 0.9787712830557321
0.126 1.0 sign -99.0 0.5869859734781855 14.664338257613707 0.6764402845101274 1.7879375551941634 1.7570156766231337 7.4413367011251825 1.6261379910300079e-9
0.127 1.0 sign -99.0 0.5858773637662353 14.604008829647075 0.6754925028241763 1.7829002405698087 1.758318378314602 7.403603997306322 2.7230294675735003e-14
0.128 1.0 sign -99.0 0.5847764046495184 14.544524691911086 0.6745499674348376 1.7779197402504432 1.7596128234890005 7.3663894026781325 2.220446134408737e-16
0.129 1.0 sign -99.0 0.5836820058503221 14.48592433378002 0.6736123859861808 1.7729961123281275 1.7609010040835862 7.329699231337581 2.220446049250316e-16
0.13 1.0 sign -99.0 0.5825952835805275 14.42816836946366 0.6726808903344836 1.7681306753171497 1.7621837478815965 7.293536045582984 2.220446049250316e-16
0.131 1.0 sign -99.0 0.5815155403380478 14.371248020189583 0.6717548050602812 1.763321097604087 1.7634607261574575 7.257881108173939 2.220446049250316e-16
0.132 1.0 sign -99.0 0.5804426851823753 14.315145116569747 0.6708340594864033 1.7585663096246484 1.7647319968753394 7.22272329849489 2.220446049250316e-16
0.133 1.0 sign -99.0 0.5793766306891404 14.259842093510057 0.6699185879880353 1.7538652814515758 1.765997624535658 7.188051915233991 2.220446049250316e-16
0.134 1.0 sign -99.0 0.578317291154566 14.205321893282948 0.6690083262216334 1.7492170100941675 1.76725767245104 7.15385656700756 2.220446049250316e-16
0.135 1.0 sign -99.0 0.5772640487645145 14.151579094383711 0.6681027195226645 1.744619649404841 1.7685119989734648 7.1201228017281855 2.220446049250316e-16
0.136 1.0 sign -99.0 0.5762178934664937 14.09857584013439 0.6672027053710855 1.7400740474633747 1.7697611146411196 7.086850071262875 2.220446049250316e-16
0.137 1.0 sign -99.0 0.5751782078355765 14.046307091065398 0.666307717803673 1.7355783515590213 1.7710048369999982 7.05402398626288 2.220446049250316e-16
0.138 1.0 sign -99.0 0.574144910923482 13.994757600908716 0.665417694221265 1.7311316491019821 1.7722432192120887 7.021635218633674 2.220446049250316e-16
0.139 1.0 sign -99.0 0.5731179249367577 13.943912587376307 0.6645325761111426 1.726733058774003 1.7734763188810148 6.989674765863443 2.220446049250316e-16
0.14 1.0 sign -99.0 0.5720971735498199 13.893757676640853 0.6636523060546204 1.7223817213170722 1.7747041925925147 6.958133874869359 2.220446049250316e-16
0.141 1.0 sign -99.0 0.5710821112596918 13.844289991153085 0.662776417175089 1.7180761552547341 1.7759267952426565 6.9270013289032075 2.220446049250316e-16
0.142 1.0 sign -99.0 0.5700736105241074 13.795474122356556 0.6619056891149624 1.713816879764254 1.7771444173457367 6.896274677066561 2.220446049250316e-16
0.143 1.0 sign -99.0 0.569071125515635 13.747307528451564 0.661039645099672 1.7096024084937211 1.7783569795334477 6.865942760971187 2.220446049250316e-16
0.144 1.0 sign -99.0 0.5680745839029334 13.699777314946015 0.6601782294091927 1.7054319573757832 1.779564530550428 6.835997695098247 2.220446049250316e-16
0.145 1.0 sign -99.0 0.5670839161247961 13.65287094904477 0.6593213896270699 1.701304767255104 1.7807671221154944 6.806431849637585 2.220446049250316e-16
0.146 1.0 sign -99.0 0.5660990538802827 13.606576229854268 0.6584690742768282 1.6972200971957636 1.781964805069083 6.777237797384296 2.220446049250316e-16
0.147 1.0 sign -99.0 0.5651199300951563 13.56088127708066 0.6576212327896281 1.693177223892449 1.7831576293693827 6.74840830674149 2.220446049250316e-16
0.148 1.0 sign -99.0 0.5641464788916987 13.515774520488755 0.656777815482293 1.6891754411349165 1.7843456441139676 6.719936335273036 2.220446049250316e-16
0.149 1.0 sign -99.0 0.5631782327407728 13.471255939642274 0.6559384559708072 1.6852136679079097 1.7855289295245045 6.691814161790021 2.220446049250316e-16
0.15 1.0 sign -99.0 0.5622175020686941 13.426723234553036 0.6550942130916326 1.6812532736942691 1.7866704518079746 6.663674310211494 2.220446049250316e-16
