#1=α 2=αD 3=σ 4=f 5=dq 6=qh 7=dp 8=dph 9=pd 10=dpdh 11=m 12=mh 
0.212 0.01 sign -99.0 0.0006099715376434251 74.07468920124104 0.0006144998839997738 0.6370095938753484 100.8851797540116 41.14383126725715 0.9993400217388692 13.495714039517003
0.211 0.01 sign -99.0 0.0006274125498928976 74.05313335130506 0.0006321926999450288 0.6370207948243845 100.88190828160846 41.14323099398849 0.9993215368327095 13.432042537989481
0.21 0.01 sign -99.0 0.0006453909890931725 74.0320537755327 0.0006504370426618021 0.6370323435224073 100.87853616114955 41.14261247617969 0.999302489814818 13.368370900333005
0.209 0.01 sign -99.0 0.0006639462495078855 74.01153466240744 0.0006693134945232596 0.6370443181811514 100.8750466517482 41.14196836872837 0.9992828368292453 13.304697008474179
0.208 0.01 sign -99.0 0.00068305497694804 73.99145023422186 0.0006887206612733761 0.6370566014612657 100.87146240819901 41.14131116676718 0.999262607629248 13.241025192497721
0.207 0.01 sign -99.0 0.0007027782929838074 73.97195298315987 0.0007087994914363445 0.6370693357656301 100.8677536851896 41.14062705940926 0.9992417330439715 13.177351488212842
0.206 0.01 sign -99.0 0.0007230946871098225 73.95292030181686 0.0007294505801481466 0.6370824043452664 100.86394277955937 41.139928587543885 0.9992202408405377 13.113679472351118
0.205 0.01 sign -99.0 0.0007440453491790802 73.93443485098699 0.0007507548807760047 0.6370958845643676 100.86001298809472 41.139208579440826 0.9991980853711276 13.050007319465896
0.204 0.01 sign -99.0 0.000765673618877223 73.91658290874467 0.0007727986767741948 0.6371098599431038 100.85594648377914 41.13845921292226 0.9991752185364129 12.986333683862895
0.203 0.01 sign -99.0 0.0007879591383272862 73.89924139735382 0.000795480971776767 0.6371242098627963 100.85176601988977 41.13769356975615 0.999151667036503 12.922661347057932
0.202 0.01 sign -99.0 0.0008109676861358502 73.88256502865164 0.0008189506952479446 0.637139085280338 100.8474402768181 41.13689697998983 0.9991273566209818 12.858987826548766
0.201 0.01 sign -99.0 0.0008346809585591883 73.86643394814818 0.0008431089735504018 0.6371543661802802 100.84299163702362 41.13608258047779 0.9991023117909236 12.795315286336287
0.2 0.01 sign -99.0 0.0008591447468657666 73.8509333766096 0.00086804323567286 0.637170135747226 100.8384021756176 41.135242692788474 0.999076481931433 12.731642607707364
0.199 0.01 sign -99.0 0.0008844072806935213 73.83615233475476 0.0008938467268270249 0.6371864837229061 100.83365274751863 41.13436895427931 0.9990498136358897 12.667969089709715
0.198 0.01 sign -99.0 0.0009104517553107891 73.82197061264306 0.0009204191322830678 0.6372032861356782 100.8287661869945 41.13347507122556 0.9990223299878253 12.60429622096064
0.197 0.01 sign -99.0 0.0009373497659234269 73.8085460053538 0.0009479190525419163 0.6372207037959726 100.82370927947859 41.132545415290274 0.9989939503263443 12.540622757997374
0.196 0.01 sign -99.0 0.0009650868406769061 73.79576158503525 0.0009762484809713322 0.6372386133599742 100.81850446950865 41.13159375942569 0.9989646952460951 12.47694968112775
0.195 0.01 sign -99.0 0.000993736567295218 73.78377462687523 0.0010055686216718436 0.6372571782574863 100.81311806966251 41.13060422304216 0.9989344819207269 12.413276246975583
0.194 0.01 sign -99.0 0.0010232869381895664 73.77247146692784 0.0010357837708977495 0.6372762755664051 100.80757214707452 41.12959068074196 0.9989033283165863 12.349602959674918
0.193 0.01 sign -99.0 0.0010537917393067585 73.76194119505308 0.0010669920329353555 0.6372959975217056 100.80184680445034 41.12854470854517 0.9988711751182827 12.285929530619066
0.192 0.01 sign -99.0 0.0010853076967504316 73.75227706320895 0.0010992981731953518 0.6373164436077354 100.79592075801341 41.12745714009359 0.9988379596204013 12.222256017433484
0.191 0.01 sign -99.0 0.0011178249910048623 73.7433652567172 0.0011326054396957883 0.6373374868936902 100.78981649657769 41.126342462544244 0.9988036976489486 12.158582385870881
0.19 0.01 sign -99.0 0.0011514250978657495 73.73536776849787 0.0011670877441343664 0.6373593029603203 100.78349786703235 41.1251836643662 0.9987682975616563 12.09490885326642
0.189 0.01 sign -99.0 0.0011861010725192466 73.72817416350787 0.0012026510336785136 0.6373817655874144 100.77698692562544 41.123995318032016 0.9987317721140673 12.031235002052243
0.188 0.01 sign -99.0 0.0012219373227110263 73.72194668064742 0.0012394731572376372 0.637405053922971 100.77024679972473 41.12276009410913 0.9986940264013876 11.967561428111546
0.187 0.01 sign -99.0 0.0012589299850225134 73.71657830191245 0.0012774628535845629 0.6374290423293367 100.76329910926614 41.1214926797026 0.9986550698804278 11.903887352150653
0.186 0.01 sign -99.0 0.0012971437654927867 73.71216403439149 0.0013167327644650888 0.6374538347398759 100.75612129434819 41.12018373667656 0.9986148311665208 11.84021312589536
0.185 0.01 sign -99.0 0.0013366470031217254 73.70880363327123 0.001357403401847853 0.6374795433544216 100.74868917101824 41.11882309672363 0.9985732346455737 11.776539398781503
0.184 0.01 sign -99.0 0.001377439016522935 73.70639019155564 0.001399383074915159 0.6375060384865024 100.74102472914153 41.11742611934463 0.9985302865547985 11.712864947483261
0.183 0.01 sign -99.0 0.0014196149235144347 73.70509296040508 0.0014428665669043359 0.6375335146423197 100.733087842584 41.11597410204776 0.9984858798362733 11.649191133134883
0.182 0.01 sign -99.0 0.0014631777138990974 73.70480859946885 0.0014877655084366151 0.6375618429984098 100.72489999706242 41.11448251495078 0.9984400167711575 11.585516437180004
0.181 0.01 sign -99.0 0.0015082267261000955 73.70570766674095 0.0015342805029646294 0.6375912229898455 100.71642000159116 41.112932241022946 0.9983925855024847 11.52184251325027
0.18 0.01 sign -99.0 0.0015547689314293555 73.70769049317694 0.001582326720082586 0.6376215266087801 100.70766881493184 41.11133888638186 0.9983435840005972 11.458167561370246
0.179 0.01 sign -99.0 0.0016029083396608883 73.71092932456084 0.0016321112422461742 0.6376529586848594 100.69860406183565 41.109682887471365 0.9982928950648224 11.394493504431637
0.178 0.01 sign -99.0 0.001652656234008169 73.71532825888038 0.0016835530754148189 0.6376853921387708 100.68924613620602 41.107979991153506 0.9982405119735 11.330818282606444
0.177 0.01 sign -99.0 0.0017040972667283821 73.72099359507669 0.001736791200267994 0.6377189509608138 100.6795677321711 41.10621938802754 0.9981863408509777 11.267142882850468
0.176 0.01 sign -99.0 0.0017573210065182745 73.72803752919506 0.0017919747360999772 0.6377537693086468 100.6695394786553 41.104389274519015 0.998130281999181 11.203468551153525
0.175 0.01 sign -99.0 0.0018123439159471108 73.7363648713096 0.0018490237192397836 0.6377897161879031 100.6591819951858 41.10250616910429 0.9980723232074602 11.139792860893602
0.174 0.01 sign -99.0 0.0018692859997693695 73.74615921172926 0.0019081702106606671 0.6378270178251201 100.64844817540984 41.10054868455794 0.9980123286994922 11.07611833280963
0.173 0.01 sign -99.0 0.0019281689916822269 73.75732941313028 0.0019693389485989244 0.6378655444944076 100.6373579690431 41.09853349290937 0.9979502804493228 11.012442320339215
0.172 0.01 sign -99.0 0.0019891195673868217 73.77006239525032 0.002032771487861107 0.6379055300097012 100.62586254067982 41.096438603388485 0.9978860348683157 10.94876756222664
0.171 0.01 sign -99.0 0.002052165245539766 73.78427130408771 0.0020983977292576158 0.6379468459984293 100.61398111277674 41.09428086347357 0.997819567499017 10.885091198208748
0.17 0.01 sign -99.0 0.002117440083260684 73.80014697962191 0.0021664697958090283 0.6379897346278843 100.60166292931069 41.09203762555251 0.9977507260470067 10.821416171439497
0.169 0.01 sign -99.0 0.002184977930617176 73.81760705923044 0.002236923282538174 0.6380340690791612 100.58892641768301 41.0897259208471 0.9976794789593173 10.757739419925265
0.168 0.01 sign -99.0 0.002254921016085672 73.8368469585235 0.002310022083751552 0.6380801007300214 100.57571868770012 41.08732238531806 0.9976056642321008 10.694064079571625
0.167 0.01 sign -99.0 0.002327310134572491 73.85778905294879 0.0023857080978663585 0.6381277045468423 100.56205729393125 41.08484424296956 0.9975292424616974 10.63038689662503
0.166 0.01 sign -99.0 0.002402296566512926 73.88063406399242 0.002464258341774122 0.6381771420795049 100.54788697322815 41.08226734657774 0.997450040803818 10.566711189897623
0.165 0.01 sign -99.0 0.002479928740947523 73.90530939683016 0.0025456217161047667 0.638228290347957 100.53322431807557 41.07960912273523 0.9973680111439186 10.503033521943692
0.164 0.01 sign -99.0 0.0025603679744561824 73.93202189582396 0.0026300898825052568 0.6382814221556736 100.51801142463088 41.076844566119895 0.9972829685186952 10.439357386335848
0.163 0.01 sign -99.0 0.0026436711056617764 73.9607043399896 0.0027176195465088157 0.6383364168875028 100.50226382082201 41.07399131651138 0.9971948551211707 10.375679168174631
0.162 0.01 sign -99.0 0.002730010590162598 73.99157061455838 0.0028085187343646558 0.6383935598198597 100.4859206610254 41.07102342626158 0.9971034724189158 10.31200252924868
0.161 0.01 sign -99.0 0.00281948051306859 74.02462805847804 0.0029028408618194295 0.6384528359893147 100.46897705486478 41.06794759917725 0.9970087175037733 10.2483256130435
0.16 0.01 sign -99.0 0.002912181766591925 74.05989218783694 0.003000648248019105 0.638514235729236 100.45142659884363 41.06477033048046 0.9969104795458268 10.184646453774342
0.159 0.01 sign -99.0 0.0030083034931795796 74.09758395467644 0.0031022708236587825 0.6385780590773693 100.43320475865592 41.06146473588594 0.9968085394120592 10.120968888705073
0.158 0.01 sign -99.0 0.0031079300066305686 74.13765692235773 0.003207695568497381 0.6386441997302751 100.41432246470244 41.058048367510665 0.9967028068790598 10.057288949907566
0.157 0.01 sign -99.0 0.003211264968822616 74.18034197429688 0.003317274047997328 0.63871297381063 100.39471133246137 41.05449316208446 0.9965930447048562 9.993610622934819
0.156 0.01 sign -99.0 0.003318404759721766 74.22559988363834 0.0034310051429026875 0.6387842791391122 100.37438068950634 41.050816906428324 0.996479148165022 9.929929776492447
0.155 0.01 sign -99.0 0.0034295691843956007 74.27367278471952 0.0035492646739592897 0.6388584497966071 100.35325785316802 41.046990227675415 0.996360859662608 9.866250546988677
0.154 0.01 sign -99.0 0.0035448977978964954 74.32459871132399 0.0036721598751558848 0.6389354997365095 100.33132953758933 41.043018985397296 0.9962380209695036 9.802570804171836
0.153 0.01 sign -99.0 0.0036645391143722093 74.37842460548895 0.0037998090980178837 0.6390154489863462 100.30858069583905 41.038908878938244 0.9961104630370181 9.738888338122166
0.152 0.01 sign -99.0 0.0037887382086431985 74.4354070143013 0.003932623542695992 0.6390986554930693 100.28493268166156 41.034629019664784 0.9959778958327283 9.675207422536346
0.151 0.01 sign -99.0 0.003917630531987881 74.4955337829912 0.0040706461609165846 0.6391850377330424 100.26038837644607 41.03019709820415 0.9958401664661809 9.611523599532916
0.15 0.01 sign -99.0 0.00405208822514309 74.55994791957359 0.004214511888717615 0.6392740073562362 100.23484662181167 41.02575476944612 0.9956962276213911 9.547765142105101
0.149 0.01 sign -99.0 0.004190479897336836 74.6261088141545 0.004363814695461226 0.639368524063306 100.20833498156445 41.020783624095415 0.9955480512851795 9.48415829641753
0.148 0.01 sign -99.0 0.004334815480824054 74.69669976604473 0.0045192925763253775 0.6394657142323098 100.18078181167245 41.01581288594011 0.9953932234390224 9.42047188137889
0.147 0.01 sign -99.0 0.0044847930764264 74.77115226531205 0.004681260234786318 0.6395669783069684 100.15210847912336 41.01063184852202 0.99523210641768 9.35678694491656
0.146 0.01 sign -99.0 0.004640630783914393 74.84955715372587 0.0048499213769832026 0.63967238097254 100.12228709405413 41.00524505440244 0.9950644413645775 9.293100960300933
0.145 0.01 sign -99.0 0.0048025925857894565 74.93208793752625 0.005025603459547088 0.6397821220169171 100.09126365818616 40.999642850349865 0.9948899103093588 9.2294138267466
0.144 0.01 sign -99.0 0.004970925077891751 75.01886014482558 0.005208550028653439 0.6398962912879884 100.05900391018491 40.99382851808809 0.9947082171138062 9.165723061598799
0.143 0.01 sign -99.0 0.005145984167922593 75.11020485110471 0.005399335500055715 0.6400153562606876 100.0254019021431 40.9877642829278 0.9945189232595031 9.10203330085836
0.142 0.01 sign -99.0 0.005328046504943311 75.20625800786166 0.005598245094872667 0.6401394314801525 99.99041688568806 40.98145229581497 0.9943216913828535 9.038342028055697
0.141 0.01 sign -99.0 0.005517404900006049 75.30716831228786 0.005805583793727609 0.6402686408553356 99.95400536212519 40.97489467719658 0.9941161625059588 8.974646640274456
0.14 0.01 sign -99.0 0.0057144687892621135 75.41330692508404 0.006022008365068323 0.6404035068230632 99.91604775293945 40.968050232213095 0.9939018231748895 8.910951896653652
0.139 0.01 sign -99.0 0.005919567546910394 75.52484864415128 0.006247875990927083 0.6405441843294001 99.87649248632877 40.96091964624941 0.9936782628383176 8.847255152606909
